wav,speaker,block,tag,label,artic,rate,nas,voice,mic
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0068.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10068,RANGE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0069.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10069,DOWN,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0070.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10070,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0071.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10071,TRAIT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0072.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10072,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0073.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10073,KNEE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0074.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10074,DARK,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0075.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10075,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0076.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10076,BORN,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0077.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10077,GO,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0078.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10078,BIT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0079.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10079,RACE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0080.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10080,STORE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0081.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10081,TORN,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0082.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10082,SHARE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0083.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10083,CORN,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0084.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10084,DOUBLE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0085.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10085,TROUBLE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0086.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10086,STICKS,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0087.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10087,STORM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0089.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10089,READ,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0090.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10090,JAGGED,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0091.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10091,TIP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0092.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10092,SWORE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0093.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10093,CAR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0094.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10094,FEET,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0095.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10095,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0096.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10096,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0097.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10097,PAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0098.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10098,RAID,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0099.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10099,SLIP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0102.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10102,THE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0103.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10103,EE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0104.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10104,BEAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0105.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10105,SWARM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0106.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10106,BEAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0107.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10107,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0108.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10108,AIR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0109.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10109,FARM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0110.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10110,UP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0111.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10111,WARM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0112.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10112,LEFT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0113.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10113,SIP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0114.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10114,KNEW,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0115.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10115,YET HE STILL THINKS AS SWIFTLY AS EVER,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0116.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10116,USUALLY MINUS SEVERAL BUTTONS,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0117.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10117,CHAIR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0118.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10118,NO,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0119.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10119,WARM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0120.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10120,MEAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0121.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10121,BUT HE ALWAYS ANSWERS BANANA OIL,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0122.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10122,OA,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0123.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10123,OA,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0124.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10124,FEED,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0125.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10125,FEE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0126.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10126,DUG,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0127.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10127,STORM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0128.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10128,SELECT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0129.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10129,BAD,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0130.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10130,GNAW,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0131.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10131,PAT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0132.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10132,PILE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0133.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10133,BAD,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0134.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10134,SHEAR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0135.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10135,I LOOKED UP AND NOTICED TWO OLD MEN,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0136.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10136,OF,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0137.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10137,SUIT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0138.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10138,WE'RE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0139.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10139,BACK,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0140.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10140,STEER,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0141.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10141,JANE MAY EARN MORE MONEY BY WORKING HARD,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0142.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10142,JUST ONE SIDE GOT WET,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0143.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10143,ATE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0144.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10144,I SCRUBBED THE FLOORS THOROUGHLY,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0145.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10145,FRUIT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0146.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10146,SIGH,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0147.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10147,TROOP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0148.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10148,NOTHING IS AS OFFENSIVE AS INNOCENCE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0150.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10150,THE TRAIN APPROACHED THE DEPOT SLOWLY,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0151.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10151,LIGHT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0152.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10152,THIS WAS EASY FOR US,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0153.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10153,WISH,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0154.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10154,SHOOT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0155.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10155,PRIOR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0156.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10156,WITCH,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0157.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10157,I FEEL I CAN PLAY THIS WEEKEND,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0158.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10158,LIP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0159.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10159,BEAR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0160.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10160,COUPE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0161.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10161,MUT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0162.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10162,FATE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0163.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10163,TEAR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0164.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10164,SIGH,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0165.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10165,YES,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0166.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10166,BOOT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0167.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10167,SHE IS THINNER THAN I AM,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0168.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10168,THEIR HOUSE IS GREY AND WHITE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0169.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10169,TOOT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0170.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10170,ALL THE BIG BASEBALL PLAYERS GET TRADED,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0171.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10171,WRITE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0172.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10172,MERE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0173.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10173,WHOOP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0174.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10174,WHY YELL OR WORRY OVER SILLY ITEMS,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0175.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10175,YOU'RE USED TO BEING ON THE FIELD,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0176.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10176,DOT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0177.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10177,ERROR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0178.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10178,TILE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0179.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10179,HE WILL ALLOW A RARE LIE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0180.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10180,PAD,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0181.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10181,SLEEP,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0182.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10182,ARE YOUR GRADES HIGHER OR LOWER THAN NANCY'S,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0183.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10183,CYCLE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0184.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10184,THE HUMIDITY IS OVERWHELMING THERE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0185.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10185,MY SISTER MADE THE FLOWERED CURTAINS,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0186.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10186,EXPLORE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0187.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10187,HEAR,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0188.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10188,ONE VALIDATED ACTS OF SCHOOL DISTRICTS,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0189.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10189,GALORE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0190.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10190,WE GATHERED SHELLS ON THE BEACH,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0191.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10191,MENU,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0192.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10192,KNEW,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0193.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10193,SIGH,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0194.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10194,I JUST TRY TO DO MY BEST,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0195.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10195,I WAS CONSCIOUS ALL THE TIME,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0196.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10196,THEY CARRIED ME OFF ON THE STRETCHER,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0197.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10197,SWAY,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0198.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10198,URGENT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0199.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10199,TIE,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0200.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10200,SUIT,G1,G1,G1,G1,Session1
/fastdata/acq22mc/data/dysarthria/Torgo_use/F03/Session1/wav_arrayMic/0201.wav,TORGO_F03,block,fastdataacr22wlTorgo_useF03Session10201,AIR,G1,G1,G1,G1,Session1
